"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"34","technician","divorced","secondary","no","1301","yes","no","cellular","30","jan","196","2","189","2","failure","no"
"31","management","single","tertiary","no","3384","no","no","cellular","16","sep","153","1","104","2","success","yes"
"57","management","married","tertiary","no","4547","no","no","cellular","7","aug","314","4","-1","0","unknown","no"
"55","unemployed","divorced","secondary","no","309","no","no","cellular","20","apr","167","1","181","3","success","yes"
"58","retired","single","primary","no","6570","no","no","cellular","21","jul","106","3","-1","0","unknown","no"
"27","blue-collar","married","primary","no","237","yes","no","cellular","22","jul","283","6","-1","0","unknown","no"
"33","blue-collar","married","secondary","no","216","yes","yes","cellular","17","apr","118","1","-1","0","unknown","no"
"52","technician","married","secondary","no","0","no","no","cellular","2","jun","541","3","-1","0","unknown","yes"
"56","management","single","primary","no","109","no","yes","telephone","17","nov","124","1","129","18","other","no"
"37","services","married","secondary","no","523","yes","no","telephone","19","nov","21","1","-1","0","unknown","no"
"42","blue-collar","married","primary","no","832","no","no","unknown","20","jun","13","14","-1","0","unknown","no"
"93","retired","married","unknown","no","775","no","no","cellular","4","aug","476","2","13","9","success","yes"
"60","self-employed","married","secondary","no","3105","no","no","telephone","28","jul","178","4","-1","0","unknown","no"
"30","admin.","single","secondary","no","43","yes","no","cellular","14","may","91","1","370","2","failure","no"
"36","blue-collar","married","secondary","no","3420","yes","no","cellular","15","jul","98","2","-1","0","unknown","no"
"60","management","divorced","tertiary","no","-4057","yes","no","cellular","18","may","242","6","-1","0","unknown","no"
"48","technician","married","secondary","no","606","yes","no","cellular","19","aug","231","4","-1","0","unknown","no"
"33","entrepreneur","married","tertiary","no","1145","yes","no","cellular","14","may","92","3","-1","0","unknown","no"
"47","technician","married","tertiary","no","545","yes","no","cellular","12","aug","588","3","-1","0","unknown","no"
"56","technician","married","secondary","no","778","no","no","cellular","9","jul","659","1","-1","0","unknown","no"
"31","management","single","tertiary","no","3283","no","no","cellular","2","feb","258","1","73","1","failure","yes"
"32","unemployed","married","primary","no","9894","yes","no","unknown","26","may","118","4","-1","0","unknown","no"
"61","management","married","tertiary","no","267","no","no","cellular","21","oct","192","3","184","1","success","yes"
"27","self-employed","single","tertiary","no","347","no","no","cellular","6","aug","385","4","-1","0","unknown","yes"
"53","technician","single","secondary","no","925","no","no","cellular","25","aug","930","3","-1","0","unknown","yes"
"27","student","single","tertiary","no","118","no","no","cellular","25","may","112","1","-1","0","unknown","no"
"46","entrepreneur","divorced","tertiary","no","148","yes","no","cellular","18","may","61","3","350","5","other","no"
"31","self-employed","married","tertiary","no","5","yes","yes","cellular","21","nov","635","1","135","2","failure","yes"
"56","blue-collar","divorced","primary","no","285","no","yes","cellular","20","nov","73","1","-1","0","unknown","no"
"42","housemaid","married","secondary","no","327","no","no","cellular","14","aug","110","1","-1","0","unknown","no"
"28","management","married","tertiary","no","102","yes","no","unknown","26","may","314","2","-1","0","unknown","no"
"48","entrepreneur","divorced","secondary","no","2","yes","yes","cellular","6","may","593","2","281","4","failure","no"
"30","technician","married","secondary","no","239","yes","no","cellular","18","aug","199","8","-1","0","unknown","no"
"39","services","single","primary","no","4453","yes","no","cellular","10","jul","156","1","-1","0","unknown","no"
"37","management","married","tertiary","no","596","yes","no","cellular","13","may","281","1","345","2","failure","no"
"49","technician","married","secondary","no","313","no","no","cellular","9","jul","115","2","-1","0","unknown","no"
"57","unemployed","married","secondary","no","0","no","no","unknown","19","jun","97","1","-1","0","unknown","no"
"38","admin.","married","secondary","no","599","yes","no","cellular","4","feb","331","2","-1","0","unknown","no"
"31","technician","single","tertiary","no","321","yes","no","unknown","3","jun","25","16","-1","0","unknown","no"
"34","technician","married","secondary","no","0","yes","no","cellular","15","jul","144","1","-1","0","unknown","no"
"51","technician","married","tertiary","no","1347","yes","yes","cellular","30","apr","116","1","79","2","success","no"
"34","technician","married","tertiary","no","100","no","no","cellular","20","aug","196","2","-1","0","unknown","no"
"50","admin.","married","secondary","no","0","yes","yes","unknown","26","jun","626","2","-1","0","unknown","no"
"28","blue-collar","single","secondary","no","7","yes","yes","unknown","9","may","125","3","-1","0","unknown","no"
"34","management","single","tertiary","no","3635","yes","no","unknown","27","may","68","9","-1","0","unknown","no"
"38","technician","married","secondary","no","-6","no","no","cellular","26","aug","700","2","-1","0","unknown","no"
"31","technician","married","secondary","no","1230","no","no","cellular","21","nov","7","4","-1","0","unknown","no"
"40","management","married","tertiary","no","552","no","no","cellular","28","jul","761","8","-1","0","unknown","no"
"53","housemaid","married","primary","no","994","no","yes","cellular","28","jul","1339","3","-1","0","unknown","no"
"52","entrepreneur","married","tertiary","no","54","yes","yes","telephone","18","nov","103","1","-1","0","unknown","no"
"29","blue-collar","married","primary","no","59","yes","yes","cellular","29","jul","665","4","-1","0","unknown","no"
"31","management","married","tertiary","no","10088","no","no","cellular","8","aug","72","6","-1","0","unknown","no"
"26","student","single","secondary","no","91","yes","no","unknown","14","may","174","2","-1","0","unknown","no"
"46","entrepreneur","married","secondary","no","118","yes","no","cellular","9","jul","296","1","-1","0","unknown","no"
"30","technician","married","secondary","no","66","no","yes","cellular","5","aug","239","1","-1","0","unknown","no"
"59","retired","married","primary","no","0","yes","no","unknown","26","may","104","7","-1","0","unknown","no"
"50","retired","married","primary","no","29","no","no","unknown","20","jun","135","5","-1","0","unknown","no"
"26","student","single","tertiary","no","39","no","no","cellular","26","may","396","3","-1","0","unknown","yes"
"42","self-employed","married","tertiary","no","4960","no","no","cellular","17","nov","139","1","-1","0","unknown","no"
"32","management","married","tertiary","no","477","yes","no","telephone","18","may","87","6","178","5","failure","no"
"42","blue-collar","married","primary","no","969","yes","no","cellular","13","may","721","1","-1","0","unknown","no"
"37","admin.","married","secondary","no","99","yes","no","unknown","29","may","113","2","-1","0","unknown","no"
"43","blue-collar","married","secondary","no","1927","yes","no","cellular","19","nov","63","1","-1","0","unknown","no"
"53","services","married","secondary","no","2719","yes","no","unknown","30","may","80","2","-1","0","unknown","no"
"26","management","divorced","tertiary","no","667","no","no","telephone","19","jun","177","2","-1","0","unknown","no"
"45","management","single","tertiary","no","5769","no","no","cellular","20","nov","59","3","-1","0","unknown","no"
"57","management","married","tertiary","no","1318","no","no","cellular","14","apr","142","2","-1","0","unknown","no"
"32","technician","married","unknown","no","1879","no","no","unknown","19","may","115","1","-1","0","unknown","no"
"33","technician","single","tertiary","no","516","no","no","cellular","22","aug","76","7","-1","0","unknown","no"
"48","management","married","tertiary","no","1348","no","no","cellular","20","nov","124","1","-1","0","unknown","no"
"39","housemaid","divorced","secondary","yes","127","no","no","unknown","20","jun","150","2","-1","0","unknown","no"
"38","blue-collar","married","unknown","no","976","yes","no","unknown","29","may","318","2","-1","0","unknown","no"
"31","technician","single","tertiary","no","3194","no","no","cellular","11","aug","140","2","-1","0","unknown","no"
"31","technician","single","secondary","no","622","no","no","cellular","4","feb","15","5","-1","0","unknown","no"
"28","admin.","married","secondary","no","-31","yes","no","cellular","12","may","369","1","-1","0","unknown","no"
"52","blue-collar","married","secondary","no","2276","no","no","unknown","20","jun","83","3","-1","0","unknown","no"
"45","blue-collar","married","secondary","no","4855","yes","no","cellular","9","jul","285","1","-1","0","unknown","no"
"33","management","married","tertiary","no","519","no","no","cellular","12","aug","260","3","-1","0","unknown","no"
"54","technician","married","unknown","no","0","no","no","cellular","30","jan","491","1","-1","0","unknown","no"
"43","admin.","married","secondary","no","1113","no","no","unknown","19","jun","477","7","-1","0","unknown","no"
"32","admin.","single","secondary","no","-45","yes","no","cellular","20","apr","68","1","325","2","other","no"
"56","retired","married","primary","no","1947","no","no","cellular","30","apr","441","2","-1","0","unknown","no"
"40","blue-collar","married","primary","no","481","yes","no","cellular","20","apr","228","3","347","1","failure","no"
"35","entrepreneur","married","secondary","no","2436","no","yes","cellular","14","jul","1397","3","-1","0","unknown","yes"
"40","technician","single","secondary","no","3","yes","yes","cellular","11","may","154","1","305","9","failure","no"
"60","blue-collar","married","unknown","no","231","yes","no","unknown","12","may","57","2","-1","0","unknown","no"
"29","management","married","tertiary","no","16","yes","no","cellular","16","jul","605","6","-1","0","unknown","no"
"35","blue-collar","single","unknown","no","597","yes","no","cellular","13","may","1309","2","-1","0","unknown","no"
"66","retired","married","secondary","no","3409","no","no","cellular","19","oct","133","3","160","3","failure","no"
"30","management","single","secondary","no","24","no","no","cellular","12","aug","29","4","-1","0","unknown","no"
